environment_steps,updates,episode_returns_mean,entropy_mean,loss_mean,actor_loss_mean,value_loss_mean,reward_std_mean,deliveries_mean,block_rate_mean,idle_rate_mean,pickup_rate_mean,deliveries_early_mean,deliveries_mid_mean,deliveries_late_mean,block_early_mean,block_mid_mean,block_late_mean
17250000,3450,3.799999952316284,0.09622618556022644,27.679580688476562,0.15987113118171692,55.0394172668457,0.04436631128191948,3.799999952316284,0.1918499916791916,4.999999873689376e-05,0.04244999960064888,3.0,0.800000011920929,0.0,0.12530121207237244,0.20406627655029297,0.2455357164144516
17255000,3451,3.299999952316284,0.13035041093826294,19.189956665039062,-0.19710254669189453,38.77412033081055,0.034865908324718475,3.299999952316284,0.1269499957561493,0.0,0.056599996984004974,3.299999952316284,0.0,0.0,0.09487952291965485,0.11852409690618515,0.16696429252624512
17260000,3452,3.5,0.08928573131561279,22.74787712097168,0.07072334736585617,45.35430908203125,0.03857775032520294,3.5,0.18564999103546143,0.0,0.05104999989271164,3.4000000953674316,0.10000000149011612,0.0,0.1128012090921402,0.19412651658058167,0.2492559552192688
17265000,3453,4.099999904632568,0.11366420239210129,26.38435173034668,0.2300795167684555,52.30854415893555,0.04969535395503044,4.099999904632568,0.15275000035762787,0.0,0.03584999963641167,3.799999952316284,0.20000000298023224,0.10000000149011612,0.12906627357006073,0.18027108907699585,0.14895834028720856
17270000,3454,3.4000000953674316,0.1239035353064537,19.62198829650879,-0.5900866985321045,40.42414855957031,0.03660938888788223,3.4000000953674316,0.11694999784231186,4.999999873689376e-05,0.05195000022649765,3.4000000953674316,0.0,0.0,0.0891566276550293,0.12771084904670715,0.13377976417541504
17275000,3455,3.200000047683716,0.11425900459289551,17.787647247314453,-0.10265855491161346,35.78061294555664,0.03287854418158531,3.200000047683716,0.13849999010562897,0.0,0.06790000200271606,3.200000047683716,0.0,0.0,0.10331325232982635,0.1334337443113327,0.17827381193637848
17280000,3456,3.299999952316284,0.11144352704286575,19.911357879638672,0.3070974349975586,39.20852279663086,0.03459039703011513,3.299999952316284,0.1554500013589859,0.0,0.07660000026226044,2.9000000953674316,0.30000001192092896,0.10000000149011612,0.11927711218595505,0.15210843086242676,0.19449405372142792
17285000,3457,3.5,0.10645635426044464,20.723838806152344,-0.5571978092193604,42.56207275390625,0.03837460279464722,3.5,0.1586499959230423,0.0,0.06024999916553497,2.700000047683716,0.6000000238418579,0.20000000298023224,0.15180723369121552,0.16189759969711304,0.162202388048172
17290000,3458,3.5,0.1292513906955719,22.705055236816406,0.11964339017868042,45.17082214355469,0.038110602647066116,3.5,0.11424999684095383,0.0,0.07669999450445175,3.200000047683716,0.30000001192092896,0.0,0.06927710771560669,0.11686747521162033,0.15610119700431824
17295000,3459,2.6000001430511475,0.09589894860982895,16.1055850982666,-0.24938446283340454,32.709938049316406,0.021579787135124207,2.6000001430511475,0.16775000095367432,0.0,0.08699999749660492,2.299999952316284,0.30000001192092896,0.0,0.13765060901641846,0.18509036302566528,0.18035714328289032
